Rank,Release Group,Worldwide,Domestic,%,Foreign,%
331,Thr3e,"$1,420,418","$1,008,849",71%,"$411,569",29%
332,Griffin & Phoenix,"$1,355,967",-,-,"$1,355,967",100%
333,Lost in Beijing,"$1,350,967","$11,163",0.8%,"$1,339,804",99.2%
334,An American Crime,"$1,306,875",-,-,"$1,306,875",100%
335,Eagle vs Shark,"$1,298,037","$221,846",17.1%,"$1,076,191",82.9%
336,Buddha Mar Gaya,"$1,284,490","$18,528",1.4%,"$1,265,962",98.6%
337,The Flying Scotsman,"$1,260,553","$171,817",13.6%,"$1,088,736",86.4%
338,Dark Blue Almost Black 2007 Re-release,"$1,239,969","$6,646",0.5%,"$1,233,323",99.5%
339,Sex and Death 101,"$1,229,330","$23,624",1.9%,"$1,205,706",98.1%
340,Seraphim Falls,"$1,220,058","$418,296",34.3%,"$801,762",65.7%
341,Joe Strummer: The Future Is Unwritten,"$1,193,491","$248,362",20.8%,"$945,129",79.2%
342,The Violin,"$1,186,247","$65,298",5.5%,"$1,120,949",94.5%
343,December Boys,"$1,175,579","$50,715",4.3%,"$1,124,864",95.7%
344,Vexille,"$1,170,351","$3,259",0.3%,"$1,167,092",99.7%
345,The Final Season,"$1,159,691","$1,159,691",100%,-,-
346,Fraude: México 2006,"$1,115,939","$3,637",0.3%,"$1,112,302",99.7%
347,Terror's Advocate,"$1,086,656","$47,724",4.4%,"$1,038,932",95.6%
348,Grace Is Gone,"$1,080,022","$50,899",4.7%,"$1,029,123",95.3%
349,September Dawn,"$1,066,555","$1,066,555",100%,-,-
350,The Ten Commandments,"$1,051,907","$952,820",90.6%,"$99,087",9.4%
351,King of California,"$1,045,786","$268,461",25.7%,"$777,325",74.3%
352,The Brothers Solomon,"$1,035,056","$900,926",87%,"$134,130",13%
353,The Bubble,"$1,029,926","$157,121",15.3%,"$872,805",84.7%
354,Ma tante Aline,"$1,025,852","$1,025,852",100%,-,-
355,Perfect Creature,"$1,012,639",-,-,"$1,012,639",100%
356,Yella,"$999,588","$30,647",3.1%,"$968,941",96.9%
357,The 11th Hour,"$985,207","$707,343",71.8%,"$277,864",28.2%
358,The Duchess of Langeais,"$982,795","$282,749",28.8%,"$700,046",71.2%
359,Eight Miles High,"$957,744","$2,616",0.3%,"$955,128",99.7%
360,Paprika,"$944,915","$882,267",93.4%,"$62,648",6.6%
361,Gray Matters,"$944,479","$71,561",7.6%,"$872,918",92.4%
362,Jellyfish,"$910,314","$341,221",37.5%,"$569,093",62.5%
363,Starting Out in the Evening,"$898,786","$898,786",100%,-,-
364,After Dark's Horrorfest 2,"$874,635","$874,635",100%,-,-
365,Sarah Landon and the Paranormal Hour,"$858,415","$858,415",100%,-,-
366,Silent Light,"$851,621","$60,200",7.1%,"$791,421",92.9%
367,Alone with Her,"$844,377","$10,787",1.3%,"$833,590",98.7%
368,Blind Dating,"$834,457","$90,560",10.9%,"$743,897",89.1%
369,Santa vs. the Snowman 3D 2007 Re-release,"$792,252","$769,405",97.1%,"$22,847",2.9%
370,The King of Kong: A Fistful of Quarters,"$790,128","$677,914",85.8%,"$112,214",14.2%
371,The Ten,"$785,528","$769,726",98%,"$15,802",2%
372,The Wedding Weekend 2007 Re-release,"$785,292","$21,908",2.8%,"$763,384",97.2%
373,Redacted,"$782,102","$65,388",8.4%,"$716,714",91.6%
374,Rocket Science,"$759,676","$714,943",94.1%,"$44,733",5.9%
375,How About You,"$754,184","$78,234",10.4%,"$675,950",89.6%
376,Joshua,"$719,968","$482,355",67%,"$237,613",33%
377,Outsourced,"$703,324","$163,561",23.3%,"$539,763",76.7%
378,Christmas in Wonderland,"$694,509",$689,<0.1%,"$693,820",99.9%
379,Heartbeat Detector,"$692,575","$5,309",0.8%,"$687,266",99.2%
380,Mama's Boy,"$688,145",-,-,"$688,145",100%
381,Never Forever,"$687,229","$14,485",2.1%,"$672,744",97.9%
382,Timber Falls,"$680,299",-,-,"$680,299",100%
383,My Mexican Shivah,"$666,553","$13,042",2%,"$653,511",98%
384,Delirious,"$659,589","$86,460",13.1%,"$573,129",86.9%
385,Journey from the Fall,"$648,483","$641,039",98.9%,"$7,444",1.1%
386,Shortcut to Happiness,"$605,294",-,-,"$605,294",100%
387,The Walker,"$590,416","$79,698",13.5%,"$510,718",86.5%
388,Fados,"$574,044","$129,150",22.5%,"$444,894",77.5%
389,Sangre de mi sangre,"$565,024","$55,730",9.9%,"$509,294",90.1%
390,Ira & Abby,"$563,611","$221,096",39.2%,"$342,515",60.8%
391,Naissance des pieuvres,"$554,770","$85,440",15.4%,"$469,330",84.6%
392,Private Property,"$545,473","$62,897",11.5%,"$482,576",88.5%
393,Boarding Gate,"$545,436","$49,333",9%,"$496,103",91%
394,Honeydripper,"$544,925","$267,880",49.2%,"$277,045",50.8%
395,The Good Night,"$508,084","$22,441",4.4%,"$485,643",95.6%
396,Full of It,"$486,722","$14,273",2.9%,"$472,449",97.1%
397,10 Questions for the Dalai Lama,"$484,487","$224,546",46.3%,"$259,941",53.7%
398,When the Road Bends... Tales of a Gypsy Caravan,"$469,507","$442,936",94.3%,"$26,571",5.7%
399,Alexandra,"$460,139","$128,222",27.9%,"$331,917",72.1%
400,Brooklyn Rules,"$458,232","$458,232",100%,-,-
401,Wristcutters: A Love Story,"$454,026","$446,165",98.3%,"$7,861",1.7%
402,Revolver 2007 Re-release,"$428,620","$84,738",19.8%,"$343,882",80.2%
403,The Singing Revolution,"$426,855","$426,855",100%,-,-
404,Fido,"$426,224","$304,533",71.4%,"$121,691",28.6%
405,Strength and Honour,"$418,721","$51,933",12.4%,"$366,788",87.6%
406,Killer of Sheep,"$416,509","$404,508",97.1%,"$12,001",2.9%
407,Bobby Z,"$413,454",-,-,"$413,454",100%
408,Mafioso,"$400,019","$400,019",100%,-,-
409,The Last Sin Eater,"$388,390","$388,390",100%,-,-
410,First Snow,"$382,267","$214,864",56.2%,"$167,403",43.8%
411,Southland Tales,"$374,743","$275,380",73.5%,"$99,363",26.5%
412,How to Cook Your Life,"$373,727","$87,370",23.4%,"$286,357",76.6%
413,Blindsight,"$366,247","$89,169",24.3%,"$277,078",75.7%
414,Crazy Love,"$357,659","$301,027",84.2%,"$56,632",15.8%
415,Bab'Aziz: The Prince That Contemplated His Soul,"$353,119","$89,672",25.4%,"$263,447",74.6%
416,Manufactured Landscapes,"$349,220","$240,239",68.8%,"$108,981",31.2%
417,The 2006 Academy Award Nominated Short Films: Live Action,"$335,090","$335,090",100%,-,-
418,Steep,"$318,763","$260,586",81.7%,"$58,177",18.3%
419,For the Bible Tells Me So,"$312,751","$312,751",100%,-,-
420,The Darwin Awards,"$309,408",-,-,"$309,408",100%
421,Constellation,"$306,533","$306,533",100%,-,-
422,Chalk,"$302,845","$302,845",100%,-,-
423,God Grew Tired of Us,"$301,447","$301,447",100%,-,-
424,Passage to Zarahemla,"$292,102","$292,102",100%,-,-
425,Wind Chill,"$285,060","$36,804",12.9%,"$248,256",87.1%
426,Brand Upon the Brain! A Remembrance in 12 Chapters,"$281,091","$263,200",93.6%,"$17,891",6.4%
427,Boy Culture,"$269,589","$220,409",81.8%,"$49,180",18.2%
428,The TV Set,"$265,198","$265,198",100%,-,-
429,My Kid Could Paint That,"$258,316","$231,574",89.6%,"$26,742",10.4%
430,Mrs. Worthington's Party,"$257,868","$257,868",100%,-,-
431,Dedication,"$250,182","$92,853",37.1%,"$157,329",62.9%
432,Half Moon,"$248,749","$2,528",1%,"$246,221",99%
433,Battle for Haditha,"$245,521","$10,310",4.2%,"$235,211",95.8%
434,I Don't Want to Sleep Alone,"$226,026","$19,292",8.5%,"$206,734",91.5%
435,Live-In Maid 2007 Re-release,"$224,836","$200,433",89.1%,"$24,403",10.9%
436,Surviving My Mother,"$223,000","$223,000",100%,-,-
437,Aida,"$222,927","$222,927",100%,-,-
438,Ghosts of Cité Soleil,"$218,444","$48,752",22.3%,"$169,692",77.7%
439,Pierrepoint: The Last Hangman 2007 Re-release,"$209,950","$23,192",11%,"$186,758",89%
440,Believe in Me,"$209,654","$209,654",100%,-,-
441,Hatchet,"$208,550","$175,281",84%,"$33,269",16%
442,A Man Named Pearl,"$208,392","$208,392",100%,-,-
443,I Have Never Forgotten You: The Life & Legacy of Simon Wiesenthal,"$204,167","$29,976",14.7%,"$174,191",85.3%
444,Milarepa,"$201,634","$151,114",74.9%,"$50,520",25.1%
445,What Would Jesus Buy?,"$200,010","$200,010",100%,-,-
446,I Want Someone to Eat Cheese With,"$194,568","$194,568",100%,-,-
447,Alice's House,"$193,531","$61,822",31.9%,"$131,709",68.1%
448,Drama/Mex,"$193,508","$8,628",4.5%,"$184,880",95.5%
449,Fay Grim,"$193,067","$126,714",65.6%,"$66,353",34.4%
450,Music Within,"$187,581","$154,087",82.1%,"$33,494",17.9%
451,The Sugar Curtain,"$185,058",$582,0.3%,"$184,476",99.7%
452,Americanizing Shelley,"$182,831","$128,024",70%,"$54,807",30%
453,The Inner Life of Martin Frost,"$179,443","$5,114",2.8%,"$174,329",97.2%
454,Smiley Face,"$179,381","$9,397",5.2%,"$169,984",94.8%
455,An Unreasonable Man,"$176,647","$176,647",100%,-,-
456,Hollywood Dreams,"$171,255","$171,255",100%,-,-
457,Shotgun Stories,"$168,237","$46,026",27.4%,"$122,211",72.6%
458,Holly,"$166,620","$166,620",100%,-,-
459,La strada di Levi,"$165,869","$22,026",13.3%,"$143,843",86.7%
460,Vanaja,"$161,590","$161,590",100%,-,-
461,Eden Log,"$157,350",-,-,"$157,350",100%
462,The Exterminating Angels,"$154,210","$23,308",15.1%,"$130,902",84.9%
463,ShowBusiness: The Road to Broadway,"$151,792","$151,792",100%,-,-
464,My Brother,"$150,487","$65,797",43.7%,"$84,690",56.3%
465,Becket,"$149,327","$149,327",100%,-,-
466,Postal,"$146,741",-,-,"$146,741",100%
467,Summer Palace,"$143,027","$63,045",44.1%,"$79,982",55.9%
468,The Salon,"$139,084","$139,084",100%,-,-
469,The List,"$138,814","$138,814",100%,-,-
470,War Dance,"$137,977","$115,210",83.5%,"$22,767",16.5%
471,The Hottest State,"$137,341","$31,216",22.7%,"$106,125",77.3%
472,The Devil Came on Horseback,"$134,495","$132,782",98.7%,"$1,713",1.3%
473,The Nines,"$130,880","$63,165",48.3%,"$67,715",51.7%
474,The Earrings of Madame De...,"$130,561","$130,561",100%,-,-
475,The Wendell Baker Story 2007 Re-release,"$127,414","$127,414",100%,-,-
476,Manda Bala (Send a Bullet),"$125,025","$122,905",98.3%,"$2,120",1.7%
477,Before I Forget,"$122,071","$27,611",22.6%,"$94,460",77.4%
478,David & Layla,"$120,750","$120,750",100%,-,-
479,Lagerfeld Confidential,"$120,643","$67,500",56%,"$53,143",44%
480,Jimmy Carter Man from Plains,"$119,263","$108,807",91.2%,"$10,456",8.8%
481,Darfur Now,"$113,398","$109,107",96.2%,"$4,291",3.8%
482,Even Money,"$111,974","$64,458",57.6%,"$47,516",42.4%
483,Arranged,"$111,731","$23,571",21.1%,"$88,160",78.9%
484,Puccini for Beginners,"$110,864","$89,464",80.7%,"$21,400",19.3%
485,Diva,"$110,014","$110,014",100%,-,-
486,Kurt Cobain About a Son,"$106,724","$87,016",81.5%,"$19,708",18.5%
487,King Corn,"$105,422","$105,422",100%,-,-
488,Tortilla Heaven,"$105,401","$105,401",100%,-,-
489,Mr. Untouchable,"$104,678","$104,678",100%,-,-
490,Islander,"$102,737","$102,737",100%,-,-
491,Return with Honor: A Missionary Homecoming,"$102,171","$102,171",100%,-,-
492,Civic Duty,"$102,070","$95,953",94%,"$6,117",6%
493,Québec sur ordonnance,"$101,896","$101,896",100%,-,-
494,Self Medicated,"$100,610","$100,610",100%,-,-
495,The Red Balloon / White Mane,"$97,959","$69,139",70.6%,"$28,820",29.4%
496,The Last Winter,"$97,522","$33,190",34%,"$64,332",66%
497,The Holy Mountain,"$95,858","$61,001",63.6%,"$34,857",36.4%
498,Adrift in Manhattan,"$90,272","$2,099",2.3%,"$88,173",97.7%
499,Pete Seeger: The Power of Song,"$88,312","$88,312",100%,-,-
500,He Was a Quiet Man,"$83,440","$2,431",2.9%,"$81,009",97.1%
501,The Treatment,"$83,354","$83,354",100%,-,-
502,Le Doulos,"$82,772","$82,772",100%,-,-
503,Air Guitar Nation,"$79,770","$71,471",89.6%,"$8,299",10.4%
504,Radiant City,"$78,944","$78,944",100%,-,-
505,Tears of the Black Tiger 2007 Re-release,"$75,234","$75,234",100%,-,-
506,Eye of the Dolphin,"$72,260","$72,210",99.9%,$50,<0.1%
507,Zoo,"$69,770","$69,770",100%,-,-
508,Behind the Mask: The Rise of Leslie Vernon,"$69,136","$69,136",100%,-,-
509,Diggers,"$66,517","$66,517",100%,-,-
510,Syndromes and a Century,"$64,453","$16,675",25.9%,"$47,778",74.1%
511,Mala Noche,"$62,743","$25,386",40.5%,"$37,357",59.5%
512,Vivere,"$61,658","$3,625",5.9%,"$58,033",94.1%
513,Maxed Out,"$58,829","$58,829",100%,-,-
514,Eleven Men Out 2007 Re-release,"$56,733","$1,000",1.8%,"$55,733",98.2%
515,The Amateurs 2007 Re-release,"$54,945","$16,334",29.7%,"$38,611",70.3%
516,Finishing the Game: The Search for a New Bruce Lee,"$53,219","$52,868",99.3%,$351,0.7%
517,The Killing of John Lennon,"$53,117","$6,975",13.1%,"$46,142",86.9%
518,Billy the Kid,"$52,823","$52,823",100%,-,-
519,Pierrot le Fou,"$52,640","$52,640",100%,-,-
520,The Willow Tree,"$51,499","$25,752",50%,"$25,747",50%
521,Amu,"$51,251","$51,251",100%,-,-
522,Transformation: The Life and Legacy of Werner Erhard,"$49,919","$49,919",100%,-,-
523,Fakers,"$49,880","$49,880",100%,-,-
524,Journey to the End of the Night,"$49,172",-,-,"$49,172",100%
525,Alice Neel,"$48,969","$48,969",100%,-,-
526,The Situation,"$48,896","$48,896",100%,-,-
527,The Cats of Mirikitani,"$48,483","$38,925",80.3%,"$9,558",19.7%
528,Dry Season,"$48,251","$3,303",6.8%,"$44,948",93.2%
529,The Hip Hop Project,"$46,208","$46,208",100%,-,-
530,Randy and the Mob,"$45,410","$45,410",100%,-,-
531,Altered,"$43,836",-,-,"$43,836",100%
532,Tekkonkinkreet,"$42,840","$6,000",14%,"$36,840",86%
533,White Palms,"$42,630",-,-,"$42,630",100%
534,Moving McAllister,"$42,538","$42,538",100%,-,-
535,Colma: The Musical,"$41,131","$41,131",100%,-,-
536,Canvas,"$41,010","$35,630",86.9%,"$5,380",13.1%
537,Yiddish Theater: A Love Story,"$40,182","$40,182",100%,-,-
538,Sea of Dreams 2007 Re-release,"$39,200","$39,200",100%,-,-
539,The Life of Reilly,"$38,960","$38,960",100%,-,-
540,Moondance Alexander,"$37,895","$37,895",100%,-,-
541,Khadak,"$37,781","$3,139",8.3%,"$34,642",91.7%
542,Back to Normandy,"$37,430",$503,1.3%,"$36,927",98.7%
543,Raising Flagg,"$37,329","$4,130",11.1%,"$33,199",88.9%
544,Blind Mountain,"$36,615","$13,164",36%,"$23,451",64%
545,Day Night Day Night,"$35,933","$31,856",88.7%,"$4,077",11.3%
546,Fighting Words,"$35,688","$35,688",100%,-,-
547,Bon Jovi: Lost Highway - The Concert,"$35,000","$35,000",100%,-,-
548,Your Mommy Kills Animals!,"$34,000","$34,000",100%,-,-
549,Itty Bitty Titty Committee,"$33,723","$18,445",54.7%,"$15,278",45.3%
550,Falling for Grace,"$33,060","$33,060",100%,-,-
551,Local Color,"$32,788","$32,788",100%,-,-
552,Controlled Chaos 2007 Re-release,"$32,740","$32,740",100%,-,-
553,Sacco and Vanzetti,"$32,203","$32,203",100%,-,-
554,Forever,"$31,502","$31,502",100%,-,-
555,Funny Money,"$31,290","$2,844",9.1%,"$28,446",90.9%
556,La Chinoise,"$30,857","$30,857",100%,-,-
557,My Faraway Bride,"$29,655",-,-,"$29,655",100%
558,Poisoned by Polonium: The Litvinenko File,"$29,467","$5,080",17.2%,"$24,387",82.8%
559,Metropolis 2007 Re-release,"$28,779","$28,779",100%,-,-
560,Sunflower,"$28,146","$23,919",85%,"$4,227",15%
561,Slipstream,"$27,769","$8,965",32.3%,"$18,804",67.7%
562,La león,"$27,765","$1,708",6.2%,"$26,057",93.8%
563,Gringo Wedding,"$26,946","$26,946",100%,-,-
564,Hood of Horror,"$25,900","$25,900",100%,-,-
565,Stephanie Daley,"$25,751","$25,751",100%,-,-
566,Naked Boys Singing!,"$25,526","$25,526",100%,-,-
567,Falling,"$25,484",$509,2%,"$24,975",98%
568,Lake of Fire,"$25,317","$25,317",100%,-,-
569,Badland,"$25,309","$1,924",7.6%,"$23,385",92.4%
570,Hannah Takes the Stairs,"$24,869","$22,815",91.7%,"$2,054",8.3%
571,Dreaming Lhasa,"$24,523","$21,504",87.7%,"$3,019",12.3%
572,I'll Believe You,"$24,110","$24,110",100%,-,-
573,Arnolds Park,"$23,616","$23,616",100%,-,-
574,The Sensation of Sight,"$23,457","$23,457",100%,-,-
575,Poultrygeist: Night of the Chicken Dead,"$22,623","$13,804",61%,"$8,819",39%
576,Rails & Ties,"$22,136","$22,136",100%,-,-
577,Great World of Sound,"$22,011","$22,011",100%,-,-
578,Czech Dream 2007 Re-release,"$21,603","$21,603",100%,-,-
579,Dr. Bronner's Magic Soapbox,"$21,579","$21,579",100%,-,-
580,Imaginary Witness: Hollywood and the Holocaust,"$21,507","$21,507",100%,-,-
581,The Tripper,"$20,840","$20,840",100%,-,-
582,Meeting Resistance,"$20,616","$20,616",100%,-,-
583,Crossing the Line,"$20,429","$9,258",45.3%,"$11,171",54.7%
584,Flying: Confessions of a Free Woman,"$20,157","$20,157",100%,-,-
585,Dirty Laundry,"$20,138","$20,138",100%,-,-
586,L'iceberg,"$19,789","$19,789",100%,-,-
587,Everything's Gone Green,"$19,373","$19,373",100%,-,-
588,Wild Tigers I Have Known,"$19,351","$9,946",51.4%,"$9,405",48.6%
589,City Lights 2007 Re-release,"$19,181","$19,181",100%,-,-
590,Steal a Pencil for Me,"$18,918","$18,918",100%,-,-
591,What Love Is,"$18,901","$18,901",100%,-,-
592,One to Another,"$18,435","$18,435",100%,-,-
593,My Brother's Wedding,"$17,197","$8,217",47.8%,"$8,980",52.2%
594,Seven Days,"$16,791","$16,791",100%,-,-
595,American Cannibal,"$16,566","$16,566",100%,-,-
596,Look,"$16,136","$16,136",100%,-,-
597,Quiet City,"$15,610","$15,610",100%,-,-
598,The Hawk Is Dying,"$15,285","$7,006",45.8%,"$8,279",54.2%
599,Descent,"$15,233","$15,233",100%,-,-
600,El inmigrante,"$15,100","$15,100",100%,-,-
601,Desert Bayou,"$14,350","$14,350",100%,-,-
602,And Then Came Love,"$13,944","$13,944",100%,-,-
603,Cut Sleeve Boys,"$13,875","$13,875",100%,-,-
604,Macbeth,"$13,870","$9,613",69.3%,"$4,257",30.7%
605,Protagonist,"$13,850","$13,850",100%,-,-
606,Live Free or Die,"$13,836","$13,836",100%,-,-
607,Love for Sale,"$13,703","$13,703",100%,-,-
608,Skid Marks,"$12,959","$12,959",100%,-,-
609,Rock Bottom,"$12,890","$12,890",100%,-,-
610,Cobra Verde,"$12,702","$12,702",100%,-,-
611,China Blue,"$12,185","$12,185",100%,-,-
612,What the Snow Brings,"$12,113","$4,816",39.8%,"$7,297",60.2%
613,Vengeance Is Mine,"$11,891","$11,891",100%,-,-
614,Blockade,"$11,750","$11,750",100%,-,-
615,Angels in the Dust,"$11,606","$11,606",100%,-,-
616,East of Havana,"$11,550","$11,550",100%,-,-
617,Whole New Thing,"$11,445","$11,445",100%,-,-
618,Strafsache 4 Ks 2/63 - Auschwitz vor dem Frankfurter Schwurgericht,"$11,396","$11,396",100%,-,-
619,Fat Girls,"$11,204","$11,204",100%,-,-
620,The Unknown Soldier,"$10,907","$9,602",88%,"$1,305",12%
621,Freshman Orientation,"$10,718","$10,718",100%,-,-
622,Splinter,"$10,497","$10,497",100%,-,-
623,Steel City,"$10,227","$10,227",100%,-,-
624,Allegro,"$10,208","$7,404",72.5%,"$2,804",27.5%
625,Choking Man,"$10,053","$5,474",54.5%,"$4,579",45.5%
626,Black White + Gray: A Portrait of Sam Wagstaff and Robert Mapplethorpe,"$9,975","$8,939",89.6%,"$1,036",10.4%
627,Nina's Heavenly Delights 2007 Re-release,"$9,936","$9,936",100%,-,-
628,If I Didn't Care,"$9,902","$9,902",100%,-,-
629,Something to Cheer About,"$9,777","$9,777",100%,-,-
630,Weirdsville,"$9,700","$8,161",84.1%,"$1,539",15.9%
631,The Sasquatch Gang,"$9,458","$9,458",100%,-,-
632,Strike,"$8,872","$8,872",100%,-,-
633,Out of the Blue 2007 Re-release,"$8,826","$1,477",16.7%,"$7,349",83.3%
634,Closing Escrow,"$8,719","$8,719",100%,-,-
635,G.I. Jesus,"$8,593","$8,593",100%,-,-
636,Salvador Allende 2007 Re-release,"$8,454","$8,454",100%,-,-
637,Goodbye Momo,"$8,453","$8,453",100%,-,-
638,The Iron Man,"$8,025","$8,025",100%,-,-
639,La otra conquista 2007 Re-release,"$8,000","$8,000",100%,-,-
640,Disappearances,"$7,506","$7,506",100%,-,-
641,Casting About,"$7,279","$7,279",100%,-,-
642,Quantum Hoops,"$7,075","$7,075",100%,-,-
643,The Camden 28,"$6,983","$6,983",100%,-,-
644,Black Irish,"$6,900","$6,900",100%,-,-
645,Farce of the Penguins,"$6,832",-,-,"$6,832",100%
646,Operation Homecoming: Writing the Wartime Experience,"$6,795","$6,795",100%,-,-
647,Skid Row,"$6,627","$6,627",100%,-,-
648,Ten 'til Noon,"$6,404","$6,404",100%,-,-
649,Mr. Blue Sky,"$5,713","$5,713",100%,-,-
650,Fired!,"$5,661","$5,661",100%,-,-
651,Race You to the Bottom,"$5,468","$5,468",100%,-,-
652,Fratricide,"$5,428","$5,428",100%,-,-
653,Hatsujô kateikyôshi: Sensei no aijiru,"$5,383","$5,383",100%,-,-
654,Rock the Bells,"$5,347","$5,347",100%,-,-
655,Everything's Cool,"$4,890","$4,890",100%,-,-
656,Laura Smiles,"$4,558","$4,558",100%,-,-
657,Blood & Tears,"$4,364","$4,364",100%,-,-
658,Beauty Remains,"$4,298","$4,298",100%,-,-
659,"C'est pas moi, c'est l'autre","$3,935","$3,935",100%,-,-
660,Berkeley,"$3,770","$3,770",100%,-,-
661,I'm Reed Fish,"$3,567","$3,567",100%,-,-
662,Antonia,"$3,550","$3,550",100%,-,-
663,The Price of Sugar,"$3,384","$3,384",100%,-,-
664,'Tis Autumn: The Search for Jackie Paris,"$3,347","$1,476",44.1%,"$1,871",55.9%
665,The Prisoner or: How I Planned to Kill Tony Blair,"$3,103","$3,103",100%,-,-
666,Los Muertos 2007 Re-release,"$3,027","$3,027",100%,-,-
667,Intervention,"$2,980",$279,9.4%,"$2,701",90.6%
668,Looking for an Icon,"$2,393","$2,393",100%,-,-
669,You're Gonna Miss Me,"$2,324","$2,324",100%,-,-
670,Beyond Hatred,"$2,003",$949,47.4%,"$1,054",52.6%
671,Greg & Gentillon,"$1,913","$1,913",100%,-,-
672,Oswald's Ghost,"$1,796","$1,796",100%,-,-
673,Divine Intervention,"$1,485","$1,485",100%,-,-
674,Unborn in the USA: Inside the War on Abortion,"$1,475","$1,475",100%,-,-
675,Four Lane Highway,"$1,393","$1,393",100%,-,-
676,The Dog Problem,"$1,344","$1,344",100%,-,-
677,The Trials of Darryl Hunt,"$1,217","$1,217",100%,-,-
678,Looking for Cheyenne,$973,$973,100%,-,-
679,PTU,$849,-,-,$849,100%
680,Flakes,$778,$778,100%,-,-
681,Notes on Marie Menken,$577,$577,100%,-,-
682,Obscene,$549,-,-,$549,100%
683,The Last Door,$488,$488,100%,-,-
